item_purchased,size,color,category,season,review_rating,purchase_amount,discount_applied,shipping_type,payment_method,customer_id,age,gender,subscription_status,previous_purchases,frequency_of_purchases,location
Hat,Free Size,White,Accessories,Spring,4.9,96.0,No,2-Day Shipping,Credit Card,1830,30.0,Male,No,50.0,Quarterly,Oregon
Shoes,L,Peach,Footwear,Summer,4.6,71.0,Yes,2-Day Shipping,Bank Transfer,759,66.0,Male,Yes,39.0,Every 3 Months,Massachusetts
Hat,Free Size,Silver,Accessories,Fall,4.4,45.0,No,Standard,PayPal,1963,40.0,Male,No,20.0,Fortnightly,Iowa
Sunglasses,Free Size,Olive,Accessories,Summer,4.4,32.0,Yes,Standard,Debit Card,376,59.0,Male,Yes,6.0,Quarterly,Oklahoma
Socks,L,Brown,Clothing,Winter,4.3,75.0,No,Free Shipping,Cash,1770,32.0,Male,No,45.0,Monthly,Alaska
Gloves,Free Size,Blue,Accessories,Spring,3.8,49.0,No,Express,Venmo,2268,32.0,Male,No,37.0,Weekly,Kentucky
Backpack,Free Size,Silver,Accessories,Spring,3.8,61.0,Yes,Next Day Air,PayPal,1090,40.0,Male,No,33.0,Bi-Weekly,Arizona
Pants,S,Charcoal,Clothing,Fall,3.9,78.0,Yes,Store Pickup,Cash,265,36.0,Male,No,15.0,Annually,Colorado
T-shirt,XL,White,Clothing,Summer,4.2,85.0,No,Express,Bank Transfer,3718,45.0,Female,No,47.0,Every 3 Months,Maryland
Watch,Not Applicable,Green,Electronics,Summer,4.0,662.1159090909091,Yes,Standard,Cash,4987,67.0,Female,No,0.0,Weekly,Chicago
Shirt,S,Blue,Clothing,Summer,1.0,261.1362046204621,No,Standard,PayPal,4255,68.0,Male,Yes,49.0,Quarterly,Phoenix
Phone,Not Applicable,White,Electronics,Winter,2.9156626506024095,1247.31,Yes,Express,PayPal,4020,60.0,Female,No,20.0,Quarterly,Houston
Coat,M,Brown,Outerwear,Fall,2.9,42.0,No,Next Day Air,Bank Transfer,2170,31.0,Male,No,32.0,Bi-Weekly,Florida
Blouse,M,White,Clothing,Summer,4.2,87.0,No,Store Pickup,Bank Transfer,3406,28.0,Female,No,47.0,Bi-Weekly,Washington
T-shirt,M,Magenta,Clothing,Fall,4.6,72.0,No,Standard,PayPal,3659,28.0,Female,No,18.0,Fortnightly,Mississippi
Hoodie,L,Green,Clothing,Fall,3.8,37.0,No,Express,PayPal,3460,68.0,Female,No,21.0,Annually,Ohio
Belt,Free Size,Gold,Accessories,Fall,4.1,100.0,No,Standard,Debit Card,2215,50.0,Male,No,20.0,Weekly,Idaho
Hoodie,XL,Teal,Clothing,Spring,3.1,76.0,Yes,Next Day Air,Credit Card,408,45.0,Male,Yes,5.0,Bi-Weekly,North Carolina
Sweater,S,Turquoise,Clothing,Fall,4.7,28.0,No,Express,Debit Card,2076,46.0,Male,No,49.0,Monthly,South Carolina
Backpack,Free Size,Peach,Accessories,Fall,5.0,38.0,Yes,Free Shipping,Cash,469,34.0,Male,No,16.0,Quarterly,Georgia
Watch,Not Applicable,Blue,Electronics,Winter,5.0,384.3,Yes,Standard,Debit Card,4321,70.0,Female,Yes,8.0,Monthly,Chicago
Jeans,L,Olive,Clothing,Summer,3.6,55.0,No,Express,Venmo,2034,57.0,Male,No,33.0,Annually,Illinois
Shorts,M,Yellow,Clothing,Summer,4.6,98.0,No,Store Pickup,Cash,2172,39.0,Male,No,9.0,Fortnightly,Missouri
Handbag,Free Size,Brown,Accessories,Winter,3.4,40.0,Yes,2-Day Shipping,Bank Transfer,1668,51.0,Male,No,24.0,Every 3 Months,Oklahoma
Socks,M,Peach,Clothing,Winter,3.3,53.0,Yes,2-Day Shipping,Cash,673,59.0,Male,Yes,29.0,Quarterly,Washington
Sandals,L,Red,Footwear,Fall,3.8,66.0,No,Next Day Air,Venmo,2144,53.0,Male,No,48.0,Bi-Weekly,Arkansas
Shirt,L,Black,Clothing,Autumn,3.4741258741258743,763.0,No,Standard,Credit Card,4538,42.0,Female,No,0.0,Monthly,Phoenix
Bag,Free Size,White,Accessories,Spring,1.0,737.5294936708862,No,Express,Debit Card,4818,23.0,Male,Yes,0.0,Weekly,Chicago
Sandals,M,Beige,Footwear,Winter,3.0,31.0,No,Next Day Air,Debit Card,2322,50.0,Male,No,27.0,Fortnightly,Colorado
Scarf,Free Size,Red,Accessories,Fall,3.1,98.0,No,Next Day Air,PayPal,2121,53.0,Male,No,38.0,Quarterly,Missouri
Hat,Free Size,Pink,Accessories,Winter,2.9,89.0,No,Store Pickup,Bank Transfer,3160,62.0,Female,No,4.0,Quarterly,Louisiana
Jewelry,Free Size,Red,Accessories,Fall,2.8,79.0,No,Store Pickup,PayPal,3350,35.0,Female,No,29.0,Quarterly,Georgia
Jewelry,Free Size,Indigo,Accessories,Spring,4.4,76.0,No,Free Shipping,Cash,2738,57.0,Female,No,35.0,Every 3 Months,North Carolina
Dress,S,Beige,Clothing,Fall,3.8,93.0,No,2-Day Shipping,Credit Card,1755,66.0,Male,No,18.0,Fortnightly,Massachusetts
Bag,Free Size,White,Accessories,Summer,3.159090909090909,1396.89,Yes,Express,Credit Card,4325,56.0,Male,Yes,0.0,Weekly,New York
Headphones,Not Applicable,Green,Electronics,Summer,3.0,825.1690217391305,No,Express,Debit Card,4505,67.0,Female,No,24.0,Weekly,Chicago
Jeans,XL,Orange,Clothing,Fall,4.6,52.0,Yes,Free Shipping,Bank Transfer,271,33.0,Male,Yes,16.0,Annually,North Dakota
Backpack,Free Size,Violet,Accessories,Fall,3.9,25.0,No,2-Day Shipping,Venmo,3749,34.0,Female,No,3.0,Annually,Delaware
Jacket,L,Purple,Outerwear,Summer,4.7,51.0,No,Standard,Bank Transfer,2711,69.0,Female,No,3.0,Fortnightly,Wisconsin
T-shirt,L,Cyan,Clothing,Winter,4.3,71.0,No,Store Pickup,Credit Card,2259,24.0,Male,No,44.0,Every 3 Months,Ohio
Sneakers,L,Purple,Footwear,Winter,4.7,44.0,No,Free Shipping,Cash,1778,18.0,Male,No,4.0,Fortnightly,Minnesota
Sandals,M,Violet,Footwear,Fall,3.8,37.0,No,2-Day Shipping,Bank Transfer,3241,56.0,Female,No,37.0,Monthly,West Virginia
Shirt,M,Blue,Clothing,Spring,3.4741258741258743,261.1362046204621,Yes,Standard,Debit Card,4856,65.0,Female,Yes,46.0,Weekly,Los Angeles
Hat,Free Size,Lavender,Accessories,Fall,4.6,43.0,Yes,Express,Credit Card,613,67.0,Male,Yes,33.0,Quarterly,New Hampshire
Laptop,Not Applicable,Black,Electronics,Autumn,4.0,1298.66,No,Standard,Debit Card,4710,39.0,Other,Yes,19.0,Monthly,Phoenix
Bag,Free Size,White,Accessories,Winter,3.159090909090909,737.5294936708862,No,Express,Cash,4673,19.0,Other,Yes,38.0,Quarterly,Houston
Watch,Not Applicable,Green,Electronics,Spring,3.0759493670886076,1375.93,No,Standard,Cash,4488,48.0,Other,Yes,0.0,Monthly,Chicago
T-shirt,XL,Turquoise,Clothing,Winter,2.5,38.0,No,Store Pickup,Cash,3428,39.0,Female,No,44.0,Annually,Michigan
Jeans,M,Peach,Clothing,Fall,4.8,86.0,Yes,Express,PayPal,576,58.0,Male,Yes,38.0,Monthly,Nebraska
Shirt,L,Turquoise,Clothing,Winter,4.6,73.0,No,Store Pickup,Bank Transfer,1690,32.0,Male,No,32.0,Monthly,North Carolina
Laptop,Not Applicable,Red,Electronics,Summer,3.1515151515151514,163.69,No,Standard,Cash,4035,67.0,Male,Yes,0.0,Monthly,Houston
Headphones,Not Applicable,Black,Electronics,Winter,4.0,825.1690217391305,No,Standard,PayPal,4280,54.0,Male,No,2.0,Weekly,Houston
Phone,Not Applicable,Black,Electronics,Spring,2.9156626506024095,752.5371604938272,No,Express,PayPal,4259,69.0,Male,Yes,0.0,Weekly,New York
Shoes,M,White,Footwear,Summer,4.0,277.3683027522936,Yes,Express,PayPal,4293,27.0,Other,Yes,0.0,Quarterly,Houston
Sweater,S,Black,Clothing,Summer,4.6,48.0,Yes,Free Shipping,Cash,19,52.0,Male,Yes,17.0,Weekly,Montana
Boots,M,Indigo,Footwear,Summer,3.9,25.0,Yes,Standard,Venmo,731,48.0,Male,Yes,28.0,Fortnightly,Massachusetts
Shorts,S,Purple,Clothing,Spring,4.0,62.0,Yes,Next Day Air,PayPal,786,46.0,Male,Yes,37.0,Fortnightly,Louisiana
Pants,XL,Teal,Clothing,Winter,3.6,51.0,No,Next Day Air,Bank Transfer,1742,41.0,Male,No,20.0,Monthly,Delaware
Phone,Not Applicable,Green,Electronics,Autumn,1.0,620.0,Yes,Standard,Cash,4672,53.0,Other,Yes,11.0,Monthly,Chicago
Dress,L,Charcoal,Clothing,Summer,3.0,100.0,No,Free Shipping,PayPal,3029,62.0,Female,No,7.0,Every 3 Months,California
Hat,Free Size,Black,Accessories,Fall,3.9,30.0,No,Express,Credit Card,3314,55.0,Female,No,45.0,Monthly,Kansas
Bag,Free Size,Black,Accessories,Summer,3.159090909090909,737.5294936708862,No,Express,Cash,4769,28.0,Male,No,0.0,Quarterly,Houston
Pants,M,Black,Clothing,Winter,3.3,75.0,No,Standard,PayPal,2108,46.0,Male,No,35.0,Quarterly,Delaware
Coat,L,Blue,Outerwear,Winter,3.3,89.0,Yes,Next Day Air,Debit Card,1031,58.0,Male,Yes,37.0,Quarterly,Kentucky
Scarf,Free Size,Peach,Accessories,Summer,4.7,59.0,Yes,Store Pickup,Venmo,689,25.0,Male,Yes,44.0,Monthly,Michigan
Pants,M,Charcoal,Clothing,Winter,4.6,85.0,Yes,Standard,Cash,311,56.0,Male,Yes,50.0,Fortnightly,Montana
Sweater,L,Pink,Clothing,Spring,3.8,93.0,No,Standard,Credit Card,2359,53.0,Male,No,38.0,Quarterly,Texas
Coat,L,Teal,Outerwear,Winter,4.7,53.0,Yes,Free Shipping,Debit Card,15,64.0,Male,Yes,34.0,Weekly,New York
Boots,L,Cyan,Footwear,Spring,3.2,58.0,No,Express,Credit Card,1709,,,,,,
Pants,S,Indigo,Clothing,Summer,3.0,81.0,Yes,Free Shipping,Bank Transfer,1299,29.0,Male,No,14.0,Fortnightly,Indiana
Coat,L,Silver,Outerwear,Summer,4.6,93.0,Yes,Store Pickup,PayPal,388,45.0,Male,Yes,38.0,Fortnightly,Georgia
Phone,Not Applicable,Green,Electronics,Autumn,2.9156626506024095,1370.64,Yes,Express,Cash,4629,57.0,Male,Yes,0.0,Weekly,Chicago
Headphones,Not Applicable,Red,Electronics,Summer,3.1139240506329116,1250.57,Yes,Express,Cash,4678,70.0,Female,No,0.0,Weekly,Houston
Jacket,M,Peach,Outerwear,Summer,4.9,26.0,No,Next Day Air,PayPal,3558,52.0,Female,No,1.0,Every 3 Months,Nevada
Shorts,M,Magenta,Clothing,Fall,4.4,22.0,No,Standard,Debit Card,2404,64.0,Male,No,40.0,Weekly,Missouri
Sandals,M,Teal,Footwear,Summer,3.6,29.0,No,Standard,Cash,3613,47.0,Female,No,26.0,Every 3 Months,Michigan
Sweater,M,Teal,Clothing,Winter,4.5,64.0,Yes,Standard,Bank Transfer,334,39.0,Male,Yes,15.0,Bi-Weekly,Alaska
Phone,Not Applicable,Green,Electronics,Summer,1.0,752.5371604938272,Yes,Standard,Credit Card,4326,44.0,Other,No,31.0,Weekly,Houston
Sweater,M,Maroon,Clothing,Spring,2.8,91.0,No,Store Pickup,Credit Card,2926,54.0,Female,No,43.0,Every 3 Months,Illinois
Sunglasses,Free Size,Silver,Accessories,Winter,4.7,52.0,Yes,Next Day Air,PayPal,465,23.0,Male,Yes,45.0,Monthly,Alabama
Sweater,M,Cyan,Clothing,Winter,4.6,23.0,No,Standard,PayPal,2370,24.0,Male,No,24.0,Monthly,Vermont
Jeans,XL,Silver,Clothing,Fall,5.0,97.0,No,Standard,Debit Card,2406,69.0,Male,No,5.0,Quarterly,California
Jeans,M,Silver,Clothing,Summer,3.5,60.0,No,2-Day Shipping,PayPal,3651,51.0,Female,No,3.0,Annually,Ohio
Jewelry,Free Size,Purple,Accessories,Winter,4.2,27.0,Yes,Express,Bank Transfer,233,54.0,Male,Yes,32.0,Bi-Weekly,Hawaii
Belt,Free Size,Gray,Accessories,Fall,3.9,83.0,No,Express,Bank Transfer,2601,21.0,Male,No,6.0,Bi-Weekly,New York
Shirt,S,Violet,Clothing,Winter,3.1,69.0,Yes,Express,Bank Transfer,735,65.0,Male,Yes,39.0,Every 3 Months,New Jersey
Shoes,L,Blue,Footwear,Spring,5.0,707.33,No,Express,Debit Card,4194,46.0,Female,No,49.0,Weekly,Houston
Jeans,M,Violet,Clothing,Spring,4.2,35.0,No,Express,PayPal,3334,55.0,Female,No,3.0,Monthly,Minnesota
Jeans,M,Violet,Clothing,Spring,4.2,35.0,No,Express,PayPal,3334,55.0,Female,No,3.0,Monthly,Minnesota
Hat,Free Size,Purple,Accessories,Winter,3.4,60.0,No,Express,PayPal,3421,19.0,Female,No,35.0,Bi-Weekly,Kentucky
Bag,Free Size,Blue,Accessories,Autumn,3.0,1156.06,No,Standard,Cash,5086,22.0,Male,No,18.0,Weekly,New York
Blouse,XL,Silver,Clothing,Fall,3.0,73.0,No,Free Shipping,Credit Card,3452,32.0,Female,No,13.0,Annually,Nevada
Jacket,S,Green,Outerwear,Winter,4.2,87.0,No,Free Shipping,PayPal,2421,41.0,Male,No,28.0,Annually,North Carolina
Blouse,S,Lavender,Clothing,Winter,3.0,23.0,No,Standard,Debit Card,2621,27.0,Male,No,28.0,Annually,Ohio
Jewelry,Free Size,Gray,Accessories,Summer,4.3,68.0,No,Store Pickup,Debit Card,2555,51.0,Male,No,49.0,Bi-Weekly,Kansas
Headphones,Not Applicable,Black,Electronics,Winter,4.0,1127.02,Yes,Standard,Credit Card,4497,63.0,Female,No,0.0,Quarterly,New York
Watch,Not Applicable,White,Electronics,Autumn,3.0759493670886076,662.1159090909091,Yes,Express,Cash,4385,59.0,Female,Yes,18.0,Quarterly,Houston
Dress,M,Purple,Clothing,Winter,3.6,34.0,No,Express,Venmo,1736,58.0,Male,No,31.0,Annually,Texas
T-shirt,M,Gray,Clothing,Spring,3.0,76.0,Yes,Next Day Air,Bank Transfer,1495,43.0,Male,No,23.0,Fortnightly,Montana
Jewelry,Free Size,Maroon,Accessories,Spring,3.9,24.0,Yes,Standard,Debit Card,1545,30.0,Male,No,17.0,Bi-Weekly,Arkansas
Shirt,S,Blue,Clothing,Autumn,3.0,261.1362046204621,Yes,Express,PayPal,4477,40.0,Male,Yes,7.0,Monthly,Phoenix
Gloves,Free Size,Yellow,Accessories,Fall,2.8,60.0,No,Express,Venmo,2792,43.0,Female,No,14.0,Fortnightly,Iowa
Headphones,Not Applicable,White,Electronics,Spring,3.1139240506329116,825.1690217391305,No,Standard,Cash,4897,51.0,Male,Yes,0.0,Monthly,Houston
Handbag,Free Size,Charcoal,Accessories,Spring,4.3,62.0,Yes,2-Day Shipping,Credit Card,1123,70.0,Male,No,12.0,Annually,North Carolina
Shirt,M,Black,Clothing,Winter,2.0,722.19,No,Express,Credit Card,4398,62.0,Other,Yes,0.0,Monthly,Chicago
Shirt,M,White,Clothing,Winter,1.0,1009.06,No,Express,Cash,5094,19.0,Male,No,0.0,Weekly,Los Angeles
Shirt,M,Red,Clothing,Autumn,3.4741258741258743,261.1362046204621,No,Express,Debit Card,4551,64.0,Other,Yes,37.0,Quarterly,New York
Handbag,Free Size,Indigo,Accessories,Summer,2.8,30.0,Yes,Store Pickup,Bank Transfer,637,41.0,Male,Yes,14.0,Every 3 Months,Wisconsin
Shirt,M,Teal,Clothing,Fall,4.2,91.0,No,Free Shipping,Venmo,2991,69.0,Female,No,24.0,Monthly,Illinois
Shirt,M,Olive,Clothing,Winter,4.9,84.0,Yes,Free Shipping,Credit Card,1026,60.0,Male,Yes,15.0,Annually,Nebraska
Pants,L,Cyan,Clothing,Summer,4.6,46.0,Yes,Free Shipping,Bank Transfer,437,40.0,Male,Yes,41.0,Weekly,Tennessee
Dress,S,Black,Clothing,Fall,4.5,52.0,No,Next Day Air,Debit Card,1680,60.0,Male,No,24.0,Bi-Weekly,Massachusetts
Shirt,L,White,Clothing,Spring,3.0,147.41,No,Standard,PayPal,4823,40.0,Male,No,0.0,Weekly,Houston
Shirt,M,Black,Clothing,Winter,3.4741258741258743,261.1362046204621,Yes,Standard,Credit Card,4922,27.0,Male,Yes,0.0,Monthly,Houston
Watch,Not Applicable,Black,Electronics,Summer,1.0,294.87,Yes,Express,Credit Card,4519,39.0,Female,No,0.0,Quarterly,New York
Bag,Free Size,Green,Accessories,Summer,3.0,737.5294936708862,No,Standard,Cash,4758,45.0,Female,No,0.0,Weekly,Houston
Hat,Free Size,Red,Accessories,Fall,3.0,50.0,No,Express,Debit Card,3280,59.0,Female,No,1.0,Fortnightly,Wyoming
Sweater,M,Olive,Clothing,Spring,3.8,99.0,No,Express,PayPal,3527,20.0,Female,No,1.0,Every 3 Months,Massachusetts
Shirt,S,White,Clothing,Autumn,3.4741258741258743,371.9,No,Express,Credit Card,4010,49.0,Female,No,7.0,Quarterly,New York
Shirt,M,Red,Clothing,Summer,3.4741258741258743,261.1362046204621,No,Standard,PayPal,4307,57.0,Male,Yes,36.0,Weekly,Los Angeles
Sweater,L,Charcoal,Clothing,Spring,2.7,26.0,No,2-Day Shipping,Bank Transfer,2269,66.0,Male,No,15.0,Monthly,Georgia
Shoes,L,Red,Footwear,Winter,5.0,277.3683027522936,Yes,Standard,Credit Card,4836,66.0,Male,Yes,0.0,Monthly,Houston
Pants,M,Charcoal,Clothing,Winter,4.3,70.0,Yes,Free Shipping,Debit Card,326,70.0,Male,Yes,38.0,Annually,Vermont
Shoes,M,Green,Footwear,Spring,3.5454545454545454,484.3,Yes,Standard,PayPal,4001,28.0,Other,No,0.0,Monthly,Los Angeles
Skirt,M,Black,Clothing,Summer,3.4,58.0,No,2-Day Shipping,PayPal,1985,26.0,Male,No,26.0,Fortnightly,West Virginia
Laptop,Not Applicable,Green,Electronics,Autumn,1.0,1445.84,No,Express,Credit Card,4954,18.0,Male,No,41.0,Monthly,Houston
Coat,S,Yellow,Outerwear,Winter,4.1,28.0,No,Express,Bank Transfer,3449,18.0,Female,No,32.0,Fortnightly,Kentucky
Backpack,Free Size,Indigo,Accessories,Spring,3.7,40.0,No,Express,Debit Card,1795,60.0,Male,No,21.0,Fortnightly,Ohio
Bag,Free Size,Red,Accessories,Winter,1.0,737.5294936708862,Yes,Express,Cash,4362,64.0,Male,Yes,0.0,Quarterly,Chicago
Shorts,M,Green,Clothing,Summer,4.5,71.0,Yes,Store Pickup,PayPal,1467,58.0,Male,No,3.0,Annually,Alabama
Skirt,L,Gold,Clothing,Fall,4.7,71.0,No,Express,PayPal,3186,52.0,Female,No,6.0,Annually,Ohio
Shoes,M,Green,Footwear,Summer,3.5454545454545454,277.3683027522936,Yes,Express,Cash,4453,24.0,Female,Yes,47.0,Monthly,Houston
Handbag,Free Size,Silver,Accessories,Summer,3.9,46.0,Yes,Next Day Air,Cash,69,57.0,Male,Yes,21.0,Every 3 Months,Utah
Coat,M,Charcoal,Outerwear,Winter,4.9,84.0,Yes,Standard,PayPal,863,19.0,Male,Yes,13.0,Fortnightly,Arkansas
Hat,Free Size,Blue,Accessories,Spring,4.2,33.0,No,Free Shipping,PayPal,2887,42.0,Female,No,29.0,Weekly,Utah
Belt,Free Size,Maroon,Accessories,Winter,3.2,88.0,Yes,2-Day Shipping,Bank Transfer,1197,30.0,Male,No,13.0,Bi-Weekly,North Dakota
Jacket,M,Lavender,Outerwear,Winter,3.0,28.0,Yes,2-Day Shipping,Credit Card,56,40.0,Male,Yes,49.0,Annually,South Carolina
Backpack,Free Size,Maroon,Accessories,Fall,2.6,57.0,Yes,Standard,Bank Transfer,618,50.0,Male,Yes,2.0,Quarterly,Colorado
Phone,Not Applicable,Red,Electronics,Summer,3.0,752.5371604938272,No,Express,Debit Card,4451,20.0,Female,No,0.0,Monthly,Chicago
Watch,Not Applicable,White,Electronics,Summer,3.0,178.72,No,Standard,PayPal,4802,58.0,Female,No,0.0,Quarterly,Phoenix
Gloves,Free Size,Silver,Accessories,Winter,4.7,33.0,Yes,Next Day Air,PayPal,1142,39.0,Male,No,23.0,Fortnightly,Ohio
Hat,Free Size,White,Accessories,Summer,4.4,68.0,Yes,Store Pickup,Debit Card,1237,42.0,Male,No,35.0,Every 3 Months,New Mexico
Belt,Free Size,Silver,Accessories,Summer,3.3,85.0,No,2-Day Shipping,Credit Card,2987,62.0,Female,No,16.0,Monthly,Arizona
Blouse,M,Cyan,Clothing,Summer,2.6,24.0,No,Standard,Credit Card,2341,63.0,Male,No,37.0,Fortnightly,Delaware
Handbag,Free Size,Yellow,Accessories,Winter,3.3,84.0,Yes,Store Pickup,Venmo,480,39.0,Male,Yes,43.0,Monthly,Iowa
Jeans,S,White,Clothing,Winter,3.4,71.0,Yes,Next Day Air,Bank Transfer,1088,45.0,Male,No,7.0,Monthly,West Virginia
Coat,M,Orange,Outerwear,Fall,4.3,76.0,Yes,Express,Cash,120,38.0,Male,Yes,44.0,Annually,Wyoming
Belt,Free Size,Indigo,Accessories,Fall,3.0,46.0,Yes,Free Shipping,Cash,398,22.0,Male,Yes,26.0,Annually,Mississippi
Sweater,M,Silver,Clothing,Spring,4.4,31.0,No,Free Shipping,Cash,2101,68.0,Male,No,36.0,Fortnightly,Michigan
Boots,M,Lavender,Footwear,Fall,4.8,49.0,Yes,2-Day Shipping,Credit Card,1336,56.0,Male,No,26.0,Weekly,Nevada
Shirt,M,Red,Clothing,Spring,1.0,956.35,Yes,Express,Credit Card,4154,54.0,Male,Yes,0.0,Monthly,Los Angeles
Handbag,Free Size,Magenta,Accessories,Fall,4.4,33.0,No,Standard,PayPal,2522,29.0,Male,No,18.0,Every 3 Months,Minnesota
Shirt,M,Red,Clothing,Autumn,1.0,1163.75,Yes,Express,Credit Card,4736,46.0,Other,Yes,0.0,Monthly,Phoenix
Belt,Free Size,Yellow,Accessories,Spring,3.2,57.0,No,Standard,Credit Card,2779,70.0,Female,No,24.0,Bi-Weekly,Pennsylvania
Skirt,L,Indigo,Clothing,Summer,3.9,29.0,Yes,Standard,Credit Card,132,28.0,Male,Yes,46.0,Weekly,Maine
Pants,M,Teal,Clothing,Summer,3.0,30.0,Yes,Standard,Debit Card,361,51.0,Male,Yes,18.0,Fortnightly,Rhode Island
Phone,Not Applicable,Blue,Electronics,Spring,2.0,752.5371604938272,No,Standard,PayPal,4423,66.0,Female,Yes,6.0,Monthly,Los Angeles
Bag,Free Size,Red,Accessories,Autumn,3.159090909090909,737.5294936708862,Yes,Standard,Credit Card,4963,27.0,Female,No,0.0,Quarterly,Phoenix
Sandals,S,Lavender,Footwear,Spring,4.8,74.0,Yes,2-Day Shipping,Credit Card,297,25.0,Male,Yes,19.0,Weekly,Indiana
Scarf,Free Size,Turquoise,Accessories,Summer,3.5,80.0,No,Free Shipping,Venmo,2199,57.0,Male,No,35.0,Monthly,New York
Shoes,S,Olive,Footwear,Summer,3.0,49.0,No,2-Day Shipping,Bank Transfer,2426,58.0,Male,No,34.0,Quarterly,North Dakota
Coat,S,Pink,Outerwear,Fall,3.2,31.0,Yes,Express,PayPal,970,40.0,Male,Yes,37.0,Monthly,California
Phone,Not Applicable,Black,Electronics,Spring,2.9156626506024095,752.5371604938272,No,Standard,Debit Card,4413,26.0,Other,Yes,24.0,Weekly,Phoenix
Coat,L,Peach,Outerwear,Spring,4.6,68.0,Yes,Store Pickup,Bank Transfer,1173,59.0,Male,No,42.0,Bi-Weekly,Oregon
Belt,Free Size,Olive,Accessories,Spring,3.8,55.0,Yes,Free Shipping,Bank Transfer,417,36.0,Male,Yes,24.0,Fortnightly,Oregon
Phone,Not Applicable,Blue,Electronics,Summer,2.9156626506024095,196.43,Yes,Standard,Debit Card,4043,65.0,Male,No,0.0,Quarterly,Los Angeles
Headphones,Not Applicable,White,Electronics,Summer,3.1139240506329116,825.1690217391305,Yes,Express,Cash,4595,47.0,Male,No,32.0,Quarterly,Houston
Skirt,L,Black,Clothing,Fall,2.8,43.0,Yes,Express,Bank Transfer,1361,56.0,Male,No,4.0,Annually,Alabama
Shoes,M,Silver,Footwear,Summer,3.6,77.0,Yes,Next Day Air,PayPal,596,30.0,Male,Yes,47.0,Quarterly,Delaware
Coat,L,Teal,Outerwear,Spring,4.1,29.0,No,Express,Venmo,3204,63.0,Female,No,14.0,Annually,New Jersey
Shirt,S,Peach,Clothing,Winter,3.0,37.0,No,2-Day Shipping,Bank Transfer,3104,27.0,Female,No,42.0,Weekly,Illinois
Sweater,L,Teal,Clothing,Spring,4.0,67.0,No,Free Shipping,Debit Card,1700,20.0,Male,No,34.0,Annually,North Dakota
Jewelry,Free Size,Teal,Accessories,Summer,4.3,60.0,No,2-Day Shipping,PayPal,1937,70.0,Male,No,44.0,Every 3 Months,Minnesota
Pants,XL,Green,Clothing,Summer,2.6,88.0,No,2-Day Shipping,Debit Card,3276,43.0,Female,No,2.0,Weekly,Alabama
Sandals,M,Maroon,Footwear,Spring,3.5,90.0,Yes,Next Day Air,PayPal,4,21.0,Male,Yes,49.0,Weekly,Rhode Island
Socks,XL,Black,Clothing,Fall,2.8,36.0,No,Next Day Air,PayPal,2847,50.0,Female,No,15.0,Bi-Weekly,Oklahoma
Jewelry,Free Size,Teal,Accessories,Summer,4.4,25.0,No,Store Pickup,Venmo,2598,60.0,Male,No,13.0,Bi-Weekly,Alabama
Sweater,L,Brown,Clothing,Summer,4.0,37.0,Yes,Express,Cash,61,50.0,Male,Yes,17.0,Weekly,Idaho
Handbag,Free Size,Orange,Accessories,Winter,4.0,79.0,No,Express,PayPal,3042,48.0,Female,No,27.0,Monthly,Rhode Island
Laptop,Not Applicable,Green,Electronics,Summer,4.0,809.5398611111111,No,Express,Credit Card,5003,47.0,Other,No,0.0,Monthly,Phoenix
Backpack,Free Size,Orange,Accessories,Spring,3.1,37.0,No,Free Shipping,Credit Card,2496,40.0,Male,No,34.0,Every 3 Months,Nebraska
Skirt,S,Red,Clothing,Spring,4.3,98.0,Yes,Express,Credit Card,544,53.0,Male,Yes,11.0,Monthly,Alabama
Jewelry,Free Size,Magenta,Accessories,Spring,4.3,28.0,No,Free Shipping,Credit Card,1722,34.0,Male,No,24.0,Monthly,Delaware
Sneakers,S,Gold,Footwear,Fall,4.3,37.0,Yes,Free Shipping,Bank Transfer,884,28.0,Male,Yes,30.0,Monthly,Pennsylvania
Skirt,M,Violet,Clothing,Spring,2.5,84.0,No,Free Shipping,PayPal,3837,62.0,Female,No,38.0,Fortnightly,Alaska
Sweater,XL,Beige,Clothing,Summer,3.9,54.0,No,2-Day Shipping,Credit Card,3875,70.0,Female,No,33.0,Bi-Weekly,Nevada
Sweater,XL,Beige,Clothing,Summer,3.9,54.0,No,2-Day Shipping,Credit Card,3875,70.0,Female,No,33.0,Bi-Weekly,Nevada
Blouse,M,Indigo,Clothing,Spring,4.8,45.0,Yes,Free Shipping,Debit Card,1554,27.0,Male,No,21.0,Quarterly,Delaware
Watch,Not Applicable,Red,Electronics,Winter,4.0,662.1159090909091,No,Express,Debit Card,4456,66.0,Male,Yes,6.0,Monthly,New York
T-shirt,L,Black,Clothing,Spring,3.8,94.0,No,Free Shipping,Credit Card,2052,65.0,Male,No,14.0,Monthly,Massachusetts
Scarf,Free Size,Peach,Accessories,Winter,3.8,44.0,No,Free Shipping,Venmo,2630,61.0,Male,No,25.0,Annually,New Hampshire
Jewelry,Free Size,Olive,Accessories,Winter,2.8,100.0,Yes,2-Day Shipping,Debit Card,244,25.0,Male,Yes,4.0,Monthly,Kentucky
Handbag,Free Size,Indigo,Accessories,Winter,2.9,77.0,Yes,Store Pickup,Cash,1542,24.0,Male,No,35.0,Bi-Weekly,Illinois
